ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9588249,HX238431,04/26/2014 1:30:00 PM,027XX W THOMAS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1211,012,1,24,05,1158074,1907247,2014,04/29/2014,41.90123553,-87.69482211,"(41.90123552518903, -87.69482210519499)"
9589394,HX238348,04/26/2014 1:30:00 PM,031XX W 103RD ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2211,,19,74,06,,,2014,04/30/2014,,,
9587987,HX238354,04/26/2014 1:30:00 PM,0000X E MONROE ST,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),false,false,0112,001,42,32,06,1176732,1899900,2014,04/29/2014,41.88067346,-87.62651239,"(41.8806734616572, -87.62651238505784)"
9587940,HX238235,04/26/2014 1:30:00 PM,006XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0124,001,2,28,06,1172379,1897537,2014,04/29/2014,41.8742865,-87.64256591,"(41.87428649598775, -87.64256591134051)"
9587949,HX238218,04/26/2014 1:30:00 PM,003XX E 51ST ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0231,002,3,40,26,1179632,1871248,2014,04/29/2014,41.80198436,-87.61674175,"(41.801984360417784, -87.61674175392656)"
9588120,HX238516,04/26/2014 1:30:00 PM,0000X N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0112,001,42,32,06,1177266,1900590,2014,04/29/2014,41.88255477,-87.62453068,"(41.8825547743221, -87.62453068126081)"
9588818,HX239332,04/26/2014 1:30:00 PM,093XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0633,006,6,49,06,1180515,1843148,2014,04/30/2014,41.72485476,-87.61436482,"(41.72485476314195, -87.61436482381859)"
9587946,HX238230,04/26/2014 1:28:00 PM,015XX W MORSE AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,false,false,2431,024,49,1,15,1164601,1946107,2014,05/02/2014,42.00773335,-87.66974262,"(42.00773334600529, -87.6697426231238)"
9587958,HX238204,04/26/2014 1:20:00 PM,001XX N CLINTON ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,0121,001,42,28,26,1172749,1900990,2014,04/29/2014,41.88375358,-87.6411052,"(41.88375357573631, -87.64110519606938)"
9588106,HX238234,04/26/2014 1:20:00 PM,053XX S CALUMET AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,0231,002,3,40,18,1179351,1869629,2014,04/30/2014,41.7975481,-87.61782171,"(41.79754810280702, -87.61782170823497)"
9588053,HX238254,04/26/2014 1:20:00 PM,053XX S CALUMET AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,0231,002,3,40,18,1179351,1869629,2014,04/30/2014,41.7975481,-87.61782171,"(41.79754810280702, -87.61782170823497)"
9587937,HX238213,04/26/2014 1:15:00 PM,018XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2424,024,49,1,14,1162478,1945230,2014,04/30/2014,42.00537173,-87.67757829,"(42.0053717257781, -87.67757829192546)"
9587932,HX238219,04/26/2014 1:15:00 PM,034XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1925,019,44,6,06,1171261,1923247,2014,04/30/2014,41.94486074,-87.64591416,"(41.944860740690956, -87.64591415728799)"
9588036,HX238292,04/26/2014 1:06:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,OTHER,true,false,0833,008,13,65,06,1145766,1853739,2014,04/29/2014,41.75464436,-87.74138513,"(41.7546443643499, -87.74138513251502)"
9587867,HX238189,04/26/2014 1:05:00 PM,018XX W CERMAK RD,0820,THEFT,$500 AND UNDER,STREET,false,false,1034,010,25,31,06,1164445,1889398,2014,04/29/2014,41.85212386,-87.67192608,"(41.85212386218007, -87.67192608125899)"
9588013,HX238215,04/26/2014 1:00:00 PM,095XX S JEFFERY AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0431,004,7,51,06,1191133,1842302,2014,04/29/2014,41.72228332,-87.57549887,"(41.72228331808236, -87.57549886889744)"
9589649,HX240096,04/26/2014 1:00:00 PM,013XX W 105TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2232,022,21,73,05,1169024,1835177,2014,05/03/2014,41.70323677,-87.65668581,"(41.703236770304855, -87.65668581466447)"
9587995,HX238291,04/26/2014 1:00:00 PM,003XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0113,001,2,32,06,1176386,1898854,2014,04/29/2014,41.87781099,-87.62781443,"(41.87781098977533, -87.62781442588143)"
9588005,HX238300,04/26/2014 1:00:00 PM,079XX S EXCHANGE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0422,004,7,46,26,1197172,1852830,2014,05/05/2014,41.75102498,-87.55302969,"(41.75102497805379, -87.55302968683215)"
9587880,HX238195,04/26/2014 1:00:00 PM,006XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0124,001,2,28,06,1172405,1895000,2014,04/29/2014,41.86732422,-87.64254541,"(41.86732421514089, -87.64254541198657)"
9592832,HX238340,04/26/2014 1:00:00 PM,067XX S SANGAMON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0723,,17,68,05,,,2014,05/03/2014,,,
9600277,HX250653,04/26/2014 1:00:00 PM,011XX W EDDY ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1924,019,44,6,03,1168382,1923697,2014,05/07/2014,41.94615843,-87.65648307,"(41.94615842973133, -87.65648306934875)"
9592270,HX242770,04/26/2014 1:00:00 PM,058XX N MERRIMAC AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1622,016,45,10,06,1133554,1938671,2014,05/02/2014,41.98793187,-87.78414807,"(41.98793187394298, -87.78414807132172)"
9587911,HX238212,04/26/2014 1:00:00 PM,060XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,1624,016,38,15,08B,1135354,1928588,2014,05/03/2014,41.96023134,-87.77776794,"(41.96023133602626, -87.77776793781409)"
9588020,HX238293,04/26/2014 1:00:00 PM,076XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,true,2422,024,49,1,26,1165397,1950918,2014,05/03/2014,42.02091784,-87.66667613,"(42.02091783590244, -87.66667612582508)"
9588536,HX238175,04/26/2014 12:50:00 PM,014XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1424,014,32,24,08B,1161509,1909724,2014,05/03/2014,41.90796175,-87.68213596,"(41.90796175340236, -87.68213596167423)"
9589326,HX238223,04/26/2014 12:45:00 PM,050XX W ADAMS ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1533,,28,25,26,,,2014,05/01/2014,,,
9587874,HX238191,04/26/2014 12:45:00 PM,060XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0311,003,20,40,08B,1178235,1864884,2014,04/30/2014,41.78455278,-87.62205817,"(41.78455278222677, -87.62205817218744)"
9588236,HX238345,04/26/2014 12:45:00 PM,089XX S SOUTH CHICAGO AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0423,004,7,46,06,1195182,1846473,2014,04/29/2014,41.73363014,-87.56053108,"(41.733630144345916, -87.5605310757736)"
9588414,HX238227,04/26/2014 12:45:00 PM,040XX W 63RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0813,008,13,65,06,1150752,1862564,2014,05/07/2014,41.77876602,-87.72288314,"(41.77876601976538, -87.7228831405817)"
9587861,HX238170,04/26/2014 12:45:00 PM,054XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0814,008,23,56,08B,1144808,1869730,2014,05/03/2014,41.79854443,-87.74449471,"(41.79854442645256, -87.74449470919384)"
9587901,HX238178,04/26/2014 12:42:00 PM,109XX S DOTY AVE E,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0513,005,10,51,06,1185660,1832735,2014,04/29/2014,41.69616079,-87.59584555,"(41.69616078541839, -87.59584555070948)"
9587976,HX238258,04/26/2014 12:37:00 PM,076XX S KINGSTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0421,004,7,43,03,1194475,1854996,2014,05/02/2014,41.75703534,-87.56284154,"(41.757035344970134, -87.56284153918051)"
9589238,HX239887,04/26/2014 12:35:00 PM,075XX S KINGSTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0421,004,7,43,05,1194470,1855183,2014,05/07/2014,41.75754861,-87.56285373,"(41.75754861007761, -87.5628537252129)"
9588074,HX238450,04/26/2014 12:35:00 PM,080XX S BURNHAM AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0422,004,7,46,06,1196201,1851885,2014,04/29/2014,41.74845594,-87.55661909,"(41.74845593659743, -87.55661909354649)"
9587852,HX238177,04/26/2014 12:30:00 PM,003XX S STATE ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,0113,001,2,32,06,1176464,1898943,2014,04/29/2014,41.87805345,-87.62752535,"(41.87805345115379, -87.6275253453151)"
9587871,HX238146,04/26/2014 12:30:00 PM,081XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0422,004,7,46,08B,1194963,1851518,2014,04/29/2014,41.74747944,-87.56116753,"(41.7474794365437, -87.56116753037092)"
9588380,HX238663,04/26/2014 12:30:00 PM,012XX W NORTH SHORE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2432,024,49,1,05,1166727,1944630,2014,04/30/2014,42.00363495,-87.66196326,"(42.00363494739241, -87.66196326337469)"
9587936,HX238190,04/26/2014 12:30:00 PM,0000X E JACKSON BLVD,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0113,001,2,32,06,1176463,1898964,2014,04/29/2014,41.8781111,-87.62752838,"(41.878111098941396, -87.62752838293991)"
9587865,HX238147,04/26/2014 12:20:00 PM,016XX S PRAIRIE AVE,0850,THEFT,ATTEMPT THEFT,STREET,true,false,0132,001,2,33,06,1178391,1892167,2014,04/29/2014,41.85941601,-87.6206565,"(41.85941600742286, -87.62065650156951)"
9587921,HX238208,04/26/2014 12:20:00 PM,005XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0123,001,2,32,26,1176925,1897885,2014,04/29/2014,41.87513982,-87.6258647,"(41.87513982235596, -87.6258647028522)"
9588109,HX238220,04/26/2014 12:20:00 PM,056XX S SAWYER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0822,008,14,63,11,1155633,1867183,2014,04/30/2014,41.79134475,-87.70486507,"(41.79134475371016, -87.70486506543008)"
9587859,HX238131,04/26/2014 12:10:00 PM,020XX N PULASKI RD,0560,ASSAULT,SIMPLE,MEDICAL/DENTAL OFFICE,false,false,2525,025,30,20,08A,1149350,1913060,2014,04/30/2014,41.91736067,-87.72671537,"(41.917360673077205, -87.72671536716487)"
9587905,HX238176,04/26/2014 12:10:00 PM,011XX S HAMILTON AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,GOVERNMENT BUILDING/PROPERTY,false,false,1225,012,2,28,08B,1162079,1895079,2014,04/29/2014,41.86776276,-87.6804514,"(41.8677627573503, -87.68045140010327)"
9587885,HX238144,04/26/2014 12:10:00 PM,070XX S PRAIRIE AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,SIDEWALK,true,false,0322,003,6,69,26,1179307,1858070,2014,04/29/2014,41.76583007,-87.61833553,"(41.76583006979093, -87.61833552602705)"
9588070,HX238315,04/26/2014 12:00:00 PM,131XX S BALTIMORE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0433,004,10,55,05,1199135,1818289,2014,04/29/2014,41.65619225,-87.54699219,"(41.65619225009339, -87.54699218558616)"
9587888,HX238150,04/26/2014 12:00:00 PM,063XX W HIGGINS AVE,0560,ASSAULT,SIMPLE,BANK,true,false,1622,016,45,11,08A,1132681,1934418,2014,04/30/2014,41.97627657,-87.78745878,"(41.97627656681209, -87.78745878168291)"
9588101,HX238500,04/26/2014 12:00:00 PM,018XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1225,012,2,28,06,1164384,1898620,2014,04/29/2014,41.87743115,-87.67188918,"(41.877431149354244, -87.67188918250842)"
9588690,HX239137,04/26/2014 12:00:00 PM,059XX S TROY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0824,008,16,66,06,1156437,1865181,2014,04/29/2014,41.78583481,-87.70197085,"(41.78583481380525, -87.7019708456101)"
9590100,HX240489,04/26/2014 12:00:00 PM,064XX S STONY ISLAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0314,003,5,42,11,1187948,1862522,2014,05/01/2014,41.77784526,-87.58652206,"(41.77784526125055, -87.58652205709083)"
9590108,HX240328,04/26/2014 12:00:00 PM,050XX W QUINCY ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,ABANDONED BUILDING,false,false,1533,015,28,25,02,1142945,1898574,2014,05/01/2014,41.87773133,-87.7506092,"(41.87773133025113, -87.75060920246926)"
9590467,HX240921,04/26/2014 12:00:00 PM,016XX S AVERS AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1014,010,24,29,06,1150968,1891559,2014,05/01/2014,41.85832811,-87.72133416,"(41.85832811002626, -87.7213341581249)"
9589945,HX240439,04/26/2014 12:00:00 PM,039XX W 82ND PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0834,008,18,70,26,1151542,1849620,2014,05/01/2014,41.74323012,-87.72032507,"(41.74323011616816, -87.72032506752639)"
9591154,HX240326,04/26/2014 12:00:00 PM,056XX W NORTH AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,2531,025,29,25,08A,1138145,1910023,2014,05/02/2014,41.9092369,-87.76795684,"(41.90923690106912, -87.76795683759308)"
9587884,HX238202,04/26/2014 12:00:00 PM,067XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0726,007,15,67,14,1165478,1859659,2014,04/29/2014,41.77049477,-87.66897849,"(41.7704947677797, -87.66897848970267)"
9588722,HX239143,04/26/2014 12:00:00 PM,014XX W 71ST ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0734,007,17,67,05,1167987,1857704,2014,04/30/2014,41.76507644,-87.65983759,"(41.76507644301086, -87.65983759212621)"
9589759,HX240220,04/26/2014 12:00:00 PM,020XX N STOCKTON DR,0820,THEFT,$500 AND UNDER,STREET,false,false,1814,018,43,7,06,1174413,1913664,2014,04/30/2014,41.91849469,-87.63461584,"(41.91849468858155, -87.63461584319384)"
9588446,HX238939,04/26/2014 12:00:00 PM,083XX S HOUSTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0424,004,10,46,26,1197901,1850201,2014,04/29/2014,41.74379264,-87.55044599,"(41.74379263736447, -87.55044598609068)"
9587889,HX238156,04/26/2014 12:00:00 PM,078XX S CORNELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0411,004,8,43,06,1188557,1853358,2014,04/29/2014,41.75268392,-87.58458193,"(41.752683922475796, -87.58458192612744)"
9588960,HX239573,04/26/2014 11:59:00 AM,008XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1232,012,27,28,06,1170949,1898431,2014,04/30/2014,41.87677116,-87.64778997,"(41.8767711555991, -87.64778996929655)"
9587902,HX238092,04/26/2014 11:35:00 AM,050XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1533,015,28,25,08B,1142681,1899991,2014,04/30/2014,41.88162467,-87.75154329,"(41.881624668875865, -87.75154328593295)"
9588085,HX238365,04/26/2014 11:30:00 AM,070XX S SANGAMON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0733,007,17,68,05,1171148,1858223,2014,04/29/2014,41.76643214,-87.64823645,"(41.76643214100328, -87.64823645304207)"
9589558,HX238827,04/26/2014 11:30:00 AM,079XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0624,,6,44,08B,,,2014,05/01/2014,,,
9588184,HX238316,04/26/2014 11:30:00 AM,065XX S ALBANY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0831,008,15,66,05,1156805,1861097,2014,05/04/2014,41.7746203,-87.70073173,"(41.77462029799168, -87.70073172819957)"
9589323,HX238138,04/26/2014 11:30:00 AM,057XX S INDIANA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0232,,20,40,08A,,,2014,05/02/2014,,,
9588019,HX238390,04/26/2014 11:30:00 AM,007XX W 60TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0711,007,16,68,14,1172256,1864978,2014,04/29/2014,41.78494436,-87.64397676,"(41.78494436145611, -87.64397675724716)"
9587827,HX238102,04/26/2014 11:30:00 AM,035XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,true,false,1021,010,24,29,18,1152625,1894433,2014,04/30/2014,41.86618212,-87.71517592,"(41.866182123210535, -87.7151759178114)"
9587856,HX238133,04/26/2014 11:30:00 AM,013XX S KOMENSKY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1011,010,24,29,08A,1149554,1893576,2014,05/01/2014,41.86389054,-87.72647215,"(41.86389054168343, -87.72647214565967)"
9588250,HX238319,04/26/2014 11:22:00 AM,120XX S NORMAL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0523,005,34,53,05,1175095,1825097,2014,05/02/2014,41.67544266,-87.63475454,"(41.67544266308574, -87.63475453824954)"
9587769,HX238086,04/26/2014 11:20:00 AM,035XX N SHEFFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),true,false,1924,019,44,6,26,1169021,1923585,2014,04/30/2014,41.94583723,-87.65413759,"(41.945837226641814, -87.65413759243269)"
9587757,HX238046,04/26/2014 11:05:00 AM,032XX N KIMBALL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,false,true,1732,017,35,21,08B,1153122,1921106,2014,05/03/2014,41.9393655,-87.7126429,"(41.939365501911745, -87.71264289539913)"
9587982,HX238318,04/26/2014 11:03:00 AM,046XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1912,019,47,4,14,1163026,1930731,2014,04/30/2014,41.96557444,-87.67597158,"(41.9655744385413, -87.67597157809692)"
9587730,HX238053,04/26/2014 11:00:00 AM,002XX W MENOMONEE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1814,018,43,7,06,1174068,1912351,2014,04/29/2014,41.91489946,-87.63592262,"(41.914899464274725, -87.63592261763496)"
9589589,HX240068,04/26/2014 11:00:00 AM,076XX N PAULINA ST,0810,THEFT,OVER $500,OTHER,false,false,2422,024,49,1,06,1163617,1950843,2014,05/03/2014,42.02074989,-87.67322859,"(42.0207498923964, -87.67322858824572)"
9587815,HX238049,04/26/2014 11:00:00 AM,002XX W 111TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0522,005,34,49,08B,1176369,1830954,2014,04/29/2014,41.69148673,-87.62991643,"(41.69148672837279, -87.62991642697882)"
9587811,HX238064,04/26/2014 11:00:00 AM,008XX N ST LOUIS AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,1121,011,27,23,08B,1152933,1905419,2014,04/30/2014,41.89632276,-87.71375405,"(41.89632276460616, -87.71375405342386)"
9588007,HX238371,04/26/2014 11:00:00 AM,012XX W NORTH SHORE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2432,024,49,1,06,1166727,1944630,2014,05/04/2014,42.00363495,-87.66196326,"(42.00363494739241, -87.66196326337469)"
9587893,HX238127,04/26/2014 11:00:00 AM,075XX S RACINE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,false,false,0612,006,17,71,26,1169670,1854682,2014,04/29/2014,41.75674736,-87.65375641,"(41.756747356501435, -87.65375640514826)"
9587798,HX238028,04/26/2014 11:00:00 AM,004XX E 71ST ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0322,003,6,69,04B,1180588,1858088,2014,05/04/2014,41.76585015,-87.61363972,"(41.76585014731741, -87.61363971683988)"
9591155,HX241691,04/26/2014 11:00:00 AM,023XX N LOWELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2522,025,31,20,11,1146962,1915037,2014,05/01/2014,41.92283177,-87.73543836,"(41.92283176827502, -87.73543835966022)"
9587783,HX238066,04/26/2014 10:53:00 AM,056XX W DIVERSEY AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,2514,025,31,19,26,1138413,1918093,2014,04/30/2014,41.93137703,-87.76677645,"(41.93137703456118, -87.76677645314409)"
9588371,HX238809,04/26/2014 10:50:00 AM,079XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0422,004,7,46,08B,1194199,1852585,2014,04/29/2014,41.75042615,-87.56393203,"(41.75042615057845, -87.56393203219602)"
9587738,HX238025,04/26/2014 10:50:00 AM,053XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0923,009,14,63,06,1161247,1868852,2014,04/29/2014,41.79581025,-87.68423335,"(41.79581024661627, -87.68423334967306)"
9587972,HX238089,04/26/2014 10:45:00 AM,001XX S PULASKI RD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,true,false,1115,011,28,26,18,1149712,1899002,2014,04/30/2014,41.87877705,-87.72575114,"(41.878777045883666, -87.72575114089454)"
9588529,HX238118,04/26/2014 10:40:00 AM,041XX S ASHLAND AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,false,false,0924,009,12,61,03,1166324,1877447,2014,05/02/2014,41.8192892,-87.66537074,"(41.819289199123084, -87.66537074084971)"
9587909,HX238076,04/26/2014 10:30:00 AM,105XX S CORLISS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0512,005,9,50,06,1183482,1835266,2014,04/29/2014,41.70315708,-87.60374144,"(41.70315707524161, -87.60374144047388)"
9587795,HX238005,04/26/2014 10:30:00 AM,026XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,1125,011,28,28,06,1158931,1898558,2014,04/29/2014,41.87737459,-87.69191283,"(41.8773745890151, -87.6919128308897)"
9587832,HX238019,04/26/2014 10:30:00 AM,017XX W JUNEWAY TER,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2422,024,49,1,26,1163534,1951533,2014,05/04/2014,42.02264502,-87.67351445,"(42.02264501929121, -87.67351444926716)"
9587800,HX237998,04/26/2014 10:30:00 AM,120XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0524,005,34,53,08B,1173124,1825042,2014,04/29/2014,41.67533536,-87.64197039,"(41.67533535807628, -87.64197039430708)"
9587727,HX238040,04/26/2014 10:30:00 AM,009XX N HAMLIN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1112,011,27,23,18,1150911,1906337,2014,04/30/2014,41.89888168,-87.72115647,"(41.898881677725235, -87.72115646891875)"
9587887,HX238069,04/26/2014 10:30:00 AM,071XX S MERRILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0333,003,5,43,14,1191831,1858094,2014,05/05/2014,41.76560108,-87.57243076,"(41.765601078163414, -87.57243075869634)"
9587807,HX238124,04/26/2014 10:30:00 AM,036XX S LEAVITT ST,0560,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0912,009,11,59,08A,1162327,1880547,2014,04/30/2014,41.82788028,-87.67994685,"(41.82788028193632, -87.67994685297586)"
9587829,HX237995,04/26/2014 10:28:00 AM,061XX S PEORIA ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0712,007,16,68,08B,1171399,1864088,2014,05/07/2014,41.78252091,-87.64714492,"(41.78252091097062, -87.64714491946356)"
9587742,HX238020,04/26/2014 10:25:00 AM,106XX S PARNELL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,2233,022,34,49,26,1174559,1834296,2014,04/29/2014,41.70069805,-87.63644402,"(41.70069804880217, -87.63644401867468)"
9587744,HX238000,04/26/2014 10:20:00 AM,001XX N WALLER AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1512,015,29,25,08A,1138098,1900456,2014,04/30/2014,41.88298471,-87.76836093,"(41.882984712779994, -87.76836092849707)"
9587802,HX238004,04/26/2014 10:20:00 AM,106XX S WESTERN AVE,0460,BATTERY,SIMPLE,SAVINGS AND LOAN,true,false,2211,022,19,72,08B,1162241,1833882,2014,04/29/2014,41.69982663,-87.68155966,"(41.6998266301064, -87.68155965902312)"
9588044,HX238166,04/26/2014 10:16:00 AM,024XX W 66TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0832,008,15,66,08B,1161143,1860862,2014,04/29/2014,41.77388676,-87.68483571,"(41.773886759871985, -87.68483570970353)"
9587975,HX238308,04/26/2014 10:15:00 AM,026XX N NEW ENGLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2512,025,36,18,14,1130017,1916700,2014,04/30/2014,41.92770257,-87.79766282,"(41.92770257183466, -87.79766282276002)"
9587892,HX238112,04/26/2014 10:14:00 AM,069XX S CREGIER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0332,003,5,43,26,1189357,1859444,2014,05/05/2014,41.76936529,-87.58145537,"(41.769365288671324, -87.58145536561241)"
9587717,HX237973,04/26/2014 10:00:00 AM,050XX W SUPERIOR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,true,1531,015,28,25,08B,1142783,1904546,2014,04/30/2014,41.89412224,-87.75105524,"(41.894122237995894, -87.75105524429446)"
9592407,HX242935,04/26/2014 10:00:00 AM,085XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0632,006,6,44,06,1178601,1848421,2014,05/03/2014,41.73936818,-87.62121596,"(41.73936818445456, -87.62121596288706)"
9587770,HX238037,04/26/2014 10:00:00 AM,020XX S HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1235,012,25,31,07,1171393,1890291,2014,04/30/2014,41.85442464,-87.6463989,"(41.85442464128351, -87.64639890477157)"
