500,0.2697093500,0.0292371
1000,0.30622721000,0.0134239
1500,1.91252181500,0.0136687
2000,1.78416592000,0.0254312
2500,1.52783842500,0.0367183
3000,6.94461773000,0.0553917
3500,2.82861363500,0.0174078
4000,3.28679964000,0.0184301
4500,0.78711914500,0.012572
5000,2.4879955000,0.03193
5500,12.71070185500,0.0291758
6000,13.20413826000,0.0175604
6500,2.31844756500,0.0116465
7000,2.37725797000,0.0169007
7500,17.05177427500,0.0252266
8000,3.79906468000,0.0105472
8500,3.63242978500,0.0098935
9000,7.76222189000,0.0135449
9500,7.36825979500,0.0124879
10000,4.110249310000,0.012077
10500,4.512020210500,0.0126462
11000,18.639438111000,0.0132924
11500,5.33801411500,0.0219344
12000,5.719931112000,0.0145741
12500,5.982416212500,0.0182163
13000,6.331006413000,0.0156582
13500,7.022711613500,0.0168617
14000,7.644647714000,0.015184
14500,7.809061314500,0.0157624
